Business_id,top1,top2,top3
V6q7HdqNLo3j_wa9mpW5dg,50 % of the reviews are talking about the food quality,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the Service
V9Yta_aOk2-bQm5PiYhOsQ,45 % of the reviews are talking about the food quality,"45 % are talking about other attributes like waiting time, price, ambience and cleanliness.",9 % of the reviews are talking about the Service
VAXp38_w_6L8iHxYIcuGAQ,50 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",16 % of the reviews are talking about the food quality
VBJwRxOAtvjy7taLXEjmfg,48 % of the reviews are talking about the Service,37 % of the reviews are talking about the food quality,"14 % are talking about other attributes like waiting time, price, ambience and cleanliness."
VEM9ddboePvhvucd3jAbVQ,36 % of the reviews are talking about the food quality,"36 % are talking about other attributes like waiting time, price, ambience and cleanliness.",27 % of the reviews are talking about the Service
VF-LwjutNE-1pwMyKvYWvw,"60 % are talking about other attributes like waiting time, price, ambience and cleanliness.",40 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
VRhFa6FzRUaPSayVfdLs4Q,"57 % are talking about other attributes like waiting time, price, ambience and cleanliness.",28 % of the reviews are talking about the food quality,14 % of the reviews are talking about the Service
VYRxbF0fq_fdC5WCqCYCwA,36 % of the reviews are talking about the food quality,36 % of the reviews are talking about the Service,"26 % are talking about other attributes like waiting time, price, ambience and cleanliness."
VaEqjAeKAm_iUnOpaktyMg,"45 % are talking about other attributes like waiting time, price, ambience and cleanliness.",31 % of the reviews are talking about the food quality,22 % of the reviews are talking about the Service
ViFDeMpfxe0EdIgOhX48Kw,"60 % are talking about other attributes like waiting time, price, ambience and cleanliness.",40 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality
VoWWwSxOe7DwlWOrTIoM1g,50 % of the reviews are talking about the food quality,37 % of the reviews are talking about the Service,"12 % are talking about other attributes like waiting time, price, ambience and cleanliness."
VqutAZTwEgFj7FNoTjk3CA,52 % of the reviews are talking about the food quality,42 % of the reviews are talking about the Service,"4 % are talking about other attributes like waiting time, price, ambience and cleanliness."
Vw4m_3DyDQgMPU8ouj86ZQ,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the Service,16 % of the reviews are talking about the food quality
W4LRU508M_TRjShk8lqVyw,36 % of the reviews are talking about the food quality,"36 % are talking about other attributes like waiting time, price, ambience and cleanliness.",27 % of the reviews are talking about the Service
W6Do-RqSULOil1LtZ6XwxA,50 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"16 % are talking about other attributes like waiting time, price, ambience and cleanliness."
W7Dt3b6H_pMIHfxn49Pkzg,47 % of the reviews are talking about the Service,"27 % are talking about other attributes like waiting time, price, ambience and cleanliness.",24 % of the reviews are talking about the food quality
W7hCuNdn2gzehta6eSHzgQ,42 % of the reviews are talking about the Service,30 % of the reviews are talking about the food quality,"27 % are talking about other attributes like waiting time, price, ambience and cleanliness."
WDIlSjqtRZdFkE3Sv2v0Iw,47 % of the reviews are talking about the food quality,38 % of the reviews are talking about the Service,"14 % are talking about other attributes like waiting time, price, ambience and cleanliness."
WF05nlZiHqY9C8xwVtPhyA,"43 % are talking about other attributes like waiting time, price, ambience and cleanliness.",30 % of the reviews are talking about the Service,26 % of the reviews are talking about the food quality
WIT9QNiSIFqoLbP1mKfVFg,33 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness."
WKpCl0GBUph7Rb5LKKh71Q,66 % of the reviews are talking about the Service,33 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
WO4tA4U3XNYSxxrkJ6W9hQ,75 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
WZAENeqQHGRIjSD7VTAmyQ,66 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
Wdo0RhkPldcB5ZhF1an_dA,66 % of the reviews are talking about the food quality,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the Service
WeYwoqzhYNJYXGJ32Pb5wQ,100 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
WkkuUaYjhfd8I5ckrrBSMg,"58 % are talking about other attributes like waiting time, price, ambience and cleanliness.",23 % of the reviews are talking about the Service,17 % of the reviews are talking about the food quality
WoID56FDDVQVmFpLa-3UvQ,75 % of the reviews are talking about the food quality,25 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
WrkOKBHkRxhBVpX8qu7zDA,50 % of the reviews are talking about the food quality,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the Service
Wv_qGcUKptXkapn8e3j6Kg,66 % of the reviews are talking about the food quality,22 % of the reviews are talking about the Service,"11 % are talking about other attributes like waiting time, price, ambience and cleanliness."
WvmdokJcitBUM9GBZxIlGA,50 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
WxNGCzvx10GwJchaeHNfpA,50 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
Wxuym8s_AXGkLtnS7HGbCA,"60 % are talking about other attributes like waiting time, price, ambience and cleanliness.",40 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality
Wzx5tF9-PaWfWSirdq8Ulg,"45 % are talking about other attributes like waiting time, price, ambience and cleanliness.",35 % of the reviews are talking about the Service,18 % of the reviews are talking about the food quality
X-ZKjDFvlcBrSfukL39C9g,66 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
X33BIVfxrbNa5l_53w2FpQ,48 % of the reviews are talking about the Service,"32 % are talking about other attributes like waiting time, price, ambience and cleanliness.",20 % of the reviews are talking about the food quality
X54yOvzhEKyAurDOeQ-BkA,33 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness."
X6iU1PGjoztDwFdhV4RumA,41 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
XLeEhsUbkiUMv8yxvageyw,55 % of the reviews are talking about the Service,33 % of the reviews are talking about the food quality,"11 % are talking about other attributes like waiting time, price, ambience and cleanliness."
XN2F8TWEEf_ZV_lpAuP7tA,66 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
XOKeMAuRsVkZARAnv2k7Aw,66 % of the reviews are talking about the food quality,16 % of the reviews are talking about the Service,"16 % are talking about other attributes like waiting time, price, ambience and cleanliness."
XOOF9Ks5OL1RpFvduKYk1g,100 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
XXxscMkHPEdsZtzjesk5zg,56 % of the reviews are talking about the Service,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness.",18 % of the reviews are talking about the food quality
XaMhnNJqHlYdjky-zgHG_Q,100 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
XcDdBiRTD1XEJPTJ2Uphjw,42 % of the reviews are talking about the Service,28 % of the reviews are talking about the food quality,"28 % are talking about other attributes like waiting time, price, ambience and cleanliness."
Xgk-d2x59qhPxOsuCKeShw,42 % of the reviews are talking about the Service,"29 % are talking about other attributes like waiting time, price, ambience and cleanliness.",28 % of the reviews are talking about the food quality
XiHEGZlZGF8xrjxC6iM3sg,75 % of the reviews are talking about the Service,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
XpnkPS-56dYTdjwC8RRLuw,50 % of the reviews are talking about the food quality,28 % of the reviews are talking about the Service,"21 % are talking about other attributes like waiting time, price, ambience and cleanliness."
XrHXxf9IGiZY9qnqpefgQA,66 % of the reviews are talking about the food quality,22 % of the reviews are talking about the Service,"11 % are talking about other attributes like waiting time, price, ambience and cleanliness."
XtyVW7s4Q_hwluJ-wdv79g,55 % of the reviews are talking about the Service,33 % of the reviews are talking about the food quality,"11 % are talking about other attributes like waiting time, price, ambience and cleanliness."
Xu1LmNNHmOuMBBtUrbuyRg,50 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"16 % are talking about other attributes like waiting time, price, ambience and cleanliness."
XuxKpCqnjpW_VPxSho4djQ,"66 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality
XyaOCULIHZjssQoM-FJLpA,60 % of the reviews are talking about the Service,40 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
Y26ixQb6rpJzdky0WdTjrA,45 % of the reviews are talking about the food quality,36 % of the reviews are talking about the Service,"18 % are talking about other attributes like waiting time, price, ambience and cleanliness."
Y3wCZIntMd27fXiMnJYicQ,"100 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
Y7XwHistdaHtxPIMzLi8_g,50 % of the reviews are talking about the food quality,25 % of the reviews are talking about the Service,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
Y8rgiVhjpdbtcn83UVaVcg,50 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",16 % of the reviews are talking about the food quality
YJlVKAH80iptMCsN6TZevA,53 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",13 % of the reviews are talking about the food quality
YKy08OxfF3I4x5WQy7lwZg,66 % of the reviews are talking about the Service,16 % of the reviews are talking about the food quality,"16 % are talking about other attributes like waiting time, price, ambience and cleanliness."
YNTHs8rCdorWWDa8NGQRgg,"66 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality
YSdYX5yxpnae7Fb1HGMlOw,50 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
YWjfWHizWgHSsAPGfQChXw,"44 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the food quality,22 % of the reviews are talking about the Service
YZeUH6zYS0dq5QHLYZhUnQ,48 % of the reviews are talking about the Service,35 % of the reviews are talking about the food quality,"16 % are talking about other attributes like waiting time, price, ambience and cleanliness."
Y_UdgWtGdmetumEcS3C8bQ,41 % of the reviews are talking about the Service,33 % of the reviews are talking about the food quality,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
YlwJYpBWa-oL0byTVPNKRQ,43 % of the reviews are talking about the Service,34 % of the reviews are talking about the food quality,"22 % are talking about other attributes like waiting time, price, ambience and cleanliness."
YnG_jzhS3is9BhxbupcQkQ,45 % of the reviews are talking about the Service,36 % of the reviews are talking about the food quality,"18 % are talking about other attributes like waiting time, price, ambience and cleanliness."
YorfCHa1phmnIQhEkrOmLA,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",25 % of the reviews are talking about the food quality,25 % of the reviews are talking about the Service
Ysd8pj0sZpfPq0xNQd8fXA,33 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness."
Ytj0gEttgc_Hi910HjY4Iw,100 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
Z5CB1ohc5cWdPnWFCBCOHA,62 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality,"12 % are talking about other attributes like waiting time, price, ambience and cleanliness."
Z5jtjK4LGIkaARQrLKS-Lg,33 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness."
ZARxy5Orzk9Ocay0IkU_-Q,50 % of the reviews are talking about the Service,33 % of the reviews are talking about the food quality,"16 % are talking about other attributes like waiting time, price, ambience and cleanliness."
ZGHynQJk7RagG2uNNAMynw,57 % of the reviews are talking about the Service,"42 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
ZNfmAHWxq6BddtPGgEgKIA,42 % of the reviews are talking about the food quality,42 % of the reviews are talking about the Service,"14 % are talking about other attributes like waiting time, price, ambience and cleanliness."
ZOg3fkp1xxPEe4v2nqhydQ,50 % of the reviews are talking about the food quality,50 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
ZRdHKIjiIa0k5-ufCLyIaQ,68 % of the reviews are talking about the Service,26 % of the reviews are talking about the food quality,"5 % are talking about other attributes like waiting time, price, ambience and cleanliness."
ZSONEY8fvrMHyK7vzK4yPA,60 % of the reviews are talking about the food quality,40 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
ZVe2Nhq3J6bWuxceiC_2FA,66 % of the reviews are talking about the Service,33 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
ZaL3mKpmt1dopkq7bdetbQ,"42 % are talking about other attributes like waiting time, price, ambience and cleanliness.",36 % of the reviews are talking about the Service,21 % of the reviews are talking about the food quality
ZaMY0vMwnpx-kbAK5ROhHg,"55 % are talking about other attributes like waiting time, price, ambience and cleanliness.",44 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
Zto7klfy9Opk65ABzZS1qw,50 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",16 % of the reviews are talking about the food quality
ZuAxqdMHXJ1FIO9Oi4P2Jg,50 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
ZvUaeiT7sptAhlGQHQGL3w,42 % of the reviews are talking about the Service,28 % of the reviews are talking about the food quality,"28 % are talking about other attributes like waiting time, price, ambience and cleanliness."
_4UK9z9ycMPd9AWxJBD1Gw,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the Service,16 % of the reviews are talking about the food quality
_58OWmDQ7IUFe8WnKvwzhw,"61 % are talking about other attributes like waiting time, price, ambience and cleanliness.",23 % of the reviews are talking about the food quality,15 % of the reviews are talking about the Service
_7hhpjQHxjPi0gNzzMmO6g,"66 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality
_HVZ1V8IDa49MWdejx9BbA,"61 % are talking about other attributes like waiting time, price, ambience and cleanliness.",19 % of the reviews are talking about the food quality,19 % of the reviews are talking about the Service
_IerC_aIpIW1TCqsn7Stdw,50 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"16 % are talking about other attributes like waiting time, price, ambience and cleanliness."
_IsmLuyEvcKzcBmbMHCCfg,85 % of the reviews are talking about the Service,"14 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
_RYkQNjV_D6xOzRp3RwVOQ,66 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
__IFWGnWgMJV-55JIQfzjw,41 % of the reviews are talking about the Service,"35 % are talking about other attributes like waiting time, price, ambience and cleanliness.",23 % of the reviews are talking about the food quality
_aYYRuwTXItHvrc19cNqZg,55 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"11 % are talking about other attributes like waiting time, price, ambience and cleanliness."
_cRDDAasE-4584eXN_5Ecw,50 % of the reviews are talking about the food quality,50 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
_dfqxi1krqXmVHoGkfPnXg,50 % of the reviews are talking about the Service,"26 % are talking about other attributes like waiting time, price, ambience and cleanliness.",23 % of the reviews are talking about the food quality
_imnJaX4EG_BaoXMCyxFig,57 % of the reviews are talking about the food quality,32 % of the reviews are talking about the Service,"10 % are talking about other attributes like waiting time, price, ambience and cleanliness."
_jGyZz4v9dedx_LIdJHulw,40 % of the reviews are talking about the food quality,40 % of the reviews are talking about the Service,"20 % are talking about other attributes like waiting time, price, ambience and cleanliness."
_tW-1Z-GEdQHhkXZ5tiW-Q,50 % of the reviews are talking about the food quality,25 % of the reviews are talking about the Service,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
a-uvQrruzDQ9E2SVIPOAHg,55 % of the reviews are talking about the Service,22 % of the reviews are talking about the food quality,"22 % are talking about other attributes like waiting time, price, ambience and cleanliness."
a48i_DFln5e1oaJKNM6BUg,100 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
a5--WEPUdH7smreNuqj4aQ,72 % of the reviews are talking about the Service,27 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
a82r2o9ZVC4bIVjvCaT5Jw,66 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
a9strREjmyUp961wdhhA5w,57 % of the reviews are talking about the food quality,"28 % are talking about other attributes like waiting time, price, ambience and cleanliness.",14 % of the reviews are talking about the Service
aAIKXfz-86Vki8ValH94JA,60 % of the reviews are talking about the Service,30 % of the reviews are talking about the food quality,"10 % are talking about other attributes like waiting time, price, ambience and cleanliness."
aBfqMhfrog3SWOcEmUabmQ,50 % of the reviews are talking about the food quality,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the Service
aL6HK8EBNMPUWm3zi8xtew,66 % of the reviews are talking about the Service,16 % of the reviews are talking about the food quality,"16 % are talking about other attributes like waiting time, price, ambience and cleanliness."
aRFQvXxX6_DLVEbPk5WfZQ,58 % of the reviews are talking about the Service,"23 % are talking about other attributes like waiting time, price, ambience and cleanliness.",17 % of the reviews are talking about the food quality
a_E-rLe2zcyX-X4FKhWWRg,100 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
aaganQgquH_n5CWe80haXQ,100 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
abHiuwC0FPSlZ9ALiVPtgg,52 % of the reviews are talking about the Service,"31 % are talking about other attributes like waiting time, price, ambience and cleanliness.",15 % of the reviews are talking about the food quality
acUEny04AjPiKC3zRbDYYw,"75 % are talking about other attributes like waiting time, price, ambience and cleanliness.",25 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
anNJCzaHEGruOM9txX1SFQ,100 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
anhk98859Rmo3mL6X41jbg,"43 % are talking about other attributes like waiting time, price, ambience and cleanliness.",30 % of the reviews are talking about the Service,26 % of the reviews are talking about the food quality
ano2kjGRGh4rSWMrM5gqDQ,50 % of the reviews are talking about the food quality,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the Service
auB5N35tEmkczfiv915FbQ,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",25 % of the reviews are talking about the food quality,25 % of the reviews are talking about the Service
auDjameQ8PKA2cIwyI5uQA,66 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality,"8 % are talking about other attributes like waiting time, price, ambience and cleanliness."
auufMM0imMP0w7soM52PHQ,64 % of the reviews are talking about the food quality,21 % of the reviews are talking about the Service,"14 % are talking about other attributes like waiting time, price, ambience and cleanliness."
axZSFXdaJ0KE5auPwBllRQ,"45 % are talking about other attributes like waiting time, price, ambience and cleanliness.",37 % of the reviews are talking about the Service,17 % of the reviews are talking about the food quality
b-bHa-ziECvPpp9AsTBlRw,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the Service,16 % of the reviews are talking about the food quality
b4dtR83mPAcvmM2a7mqpGw,57 % of the reviews are talking about the Service,35 % of the reviews are talking about the food quality,"7 % are talking about other attributes like waiting time, price, ambience and cleanliness."
b5kC2XepQ1-6qCDpvtoxxA,35 % of the reviews are talking about the food quality,35 % of the reviews are talking about the Service,"30 % are talking about other attributes like waiting time, price, ambience and cleanliness."
bEv2oci0MMyb3RKwOiYYhw,75 % of the reviews are talking about the food quality,25 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
bExjzvmptH5JErW1vb8vpA,38 % of the reviews are talking about the food quality,38 % of the reviews are talking about the Service,"23 % are talking about other attributes like waiting time, price, ambience and cleanliness."
bFW8NsKCPjihVfzV53hLyQ,55 % of the reviews are talking about the food quality,44 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
bFdXX34Ql59hmeuApRBmLg,60 % of the reviews are talking about the Service,20 % of the reviews are talking about the food quality,"20 % are talking about other attributes like waiting time, price, ambience and cleanliness."
bH3xVTnb_5w6k7ILK82Kaw,57 % of the reviews are talking about the food quality,28 % of the reviews are talking about the Service,"14 % are talking about other attributes like waiting time, price, ambience and cleanliness."
bIqpLN-_q1XSKdgbi5GKRw,"75 % are talking about other attributes like waiting time, price, ambience and cleanliness.",25 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
bJeVUZ8vCVLGYGIaVbY4Xw,50 % of the reviews are talking about the food quality,40 % of the reviews are talking about the Service,"9 % are talking about other attributes like waiting time, price, ambience and cleanliness."
bK7DXRrvaoJbivr4y0pH7A,54 % of the reviews are talking about the food quality,36 % of the reviews are talking about the Service,"9 % are talking about other attributes like waiting time, price, ambience and cleanliness."
bLRjPq9-pAdXirAWWTuZzg,"43 % are talking about other attributes like waiting time, price, ambience and cleanliness.",35 % of the reviews are talking about the Service,20 % of the reviews are talking about the food quality
bROfsCS_9L7PaDn84scvhA,50 % of the reviews are talking about the Service,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
bRj5r9xr56CvwL7-RmB2dw,61 % of the reviews are talking about the food quality,"23 % are talking about other attributes like waiting time, price, ambience and cleanliness.",15 % of the reviews are talking about the Service
bVPTxKhjj4qyTF7_43nY-g,35 % of the reviews are talking about the food quality,35 % of the reviews are talking about the Service,"29 % are talking about other attributes like waiting time, price, ambience and cleanliness."
bVl0_l6sCwjADKRLGxsXAw,50 % of the reviews are talking about the food quality,25 % of the reviews are talking about the Service,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
bVwFqYiz9acU1W24ZmYofQ,54 % of the reviews are talking about the Service,36 % of the reviews are talking about the food quality,"9 % are talking about other attributes like waiting time, price, ambience and cleanliness."
bbdzEANvzR3EZwXykSHNKA,58 % of the reviews are talking about the Service,"35 % are talking about other attributes like waiting time, price, ambience and cleanliness.",5 % of the reviews are talking about the food quality
bc-ODWDxA-CViK8Sho8-Og,"60 % are talking about other attributes like waiting time, price, ambience and cleanliness.",40 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality
bcYfyI515Ji9RcMecDCl5A,100 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
bf1N6Kzjy5sWTScBJZjJHw,41 % of the reviews are talking about the Service,"41 % are talking about other attributes like waiting time, price, ambience and cleanliness.",17 % of the reviews are talking about the food quality
bhosqo-Q1xp67iLqrd1Rbw,"71 % are talking about other attributes like waiting time, price, ambience and cleanliness.",14 % of the reviews are talking about the food quality,14 % of the reviews are talking about the Service
bltn4FTcuRJY5IfiIIDINw,50 % of the reviews are talking about the Service,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
cJANG9OowaokaTuhAk3H7w,66 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
cQMhOnD_92IUwu9QaGIbrQ,100 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
cVkCERGYfelZ9YOZTFl-qg,71 % of the reviews are talking about the food quality,28 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
cXYygP7e6JSu9P2ftj3viQ,"88 % are talking about other attributes like waiting time, price, ambience and cleanliness.",11 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
cbbidA4huw2XQQWlmbUQgw,36 % of the reviews are talking about the Service,"36 % are talking about other attributes like waiting time, price, ambience and cleanliness.",27 % of the reviews are talking about the food quality
cepX5PhjhyFr2AUx-CpELw,43 % of the reviews are talking about the Service,37 % of the reviews are talking about the food quality,"18 % are talking about other attributes like waiting time, price, ambience and cleanliness."
cezXueCCEUYphNJ_jl9PhQ,52 % of the reviews are talking about the Service,23 % of the reviews are talking about the food quality,"23 % are talking about other attributes like waiting time, price, ambience and cleanliness."
cfm7hTRUtw7p81DYcXlXhg,50 % of the reviews are talking about the food quality,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",16 % of the reviews are talking about the Service
cgCvvpYzGaanZP5LGHWWhw,66 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
ck8kvKV33VvPrv_E4kbh1w,"75 % are talking about other attributes like waiting time, price, ambience and cleanliness.",25 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
cpuLjGxFQqJceW4zzJdvaw,33 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness."
cqZc-BjTWIwUHqTs36yXVA,"62 % are talking about other attributes like waiting time, price, ambience and cleanliness.",25 % of the reviews are talking about the food quality,12 % of the reviews are talking about the Service
cwJtI1JyX06CU_mxqCU2rw,50 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"16 % are talking about other attributes like waiting time, price, ambience and cleanliness."
cz0p92H17pHM7Dp1xcOU2A,"72 % are talking about other attributes like waiting time, price, ambience and cleanliness.",18 % of the reviews are talking about the food quality,9 % of the reviews are talking about the Service
d3FAxA8Su34pGHjaIcl5lw,50 % of the reviews are talking about the Service,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
d7MApy1gIfSYZzVzUUsf8A,60 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"6 % are talking about other attributes like waiting time, price, ambience and cleanliness."
d7S0CLqE_v4fVJLPhY1IDA,58 % of the reviews are talking about the food quality,25 % of the reviews are talking about the Service,"16 % are talking about other attributes like waiting time, price, ambience and cleanliness."
dGhxlcnDVihFBaqJ3yrfMw,40 % of the reviews are talking about the Service,35 % of the reviews are talking about the food quality,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
dMnaB67cC4AIWtQvnbYjTQ,100 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
dUkyIdP5j4vPE0uFnDfaWg,50 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
dYMaPxIh0ULhJIi3Ck2EGg,83 % of the reviews are talking about the Service,"16 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
dfIOWP4XtC_jnRdKjWVVdA,50 % of the reviews are talking about the Service,30 % of the reviews are talking about the food quality,"20 % are talking about other attributes like waiting time, price, ambience and cleanliness."
dhFkEczL05Z2kbrNAPRViA,60 % of the reviews are talking about the food quality,"40 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the Service
